id,type,frame,magnitude,map,path
aEP_ftr_ut_shuangshen3_empennage_r,turret,,1,surface,graphics/shaders/surface/weapons/aEP_fighters/aEP_shuangshen3/empennage_r_surface.png
aEP_ftr_ut_shuangshen3_wing_l,turret,,1,surface,graphics/shaders/surface/weapons/aEP_fighters/aEP_shuangshen3/wing_l_surface.png
aEP_ftr_ut_shuangshen3_wing_r,turret,,1,surface,graphics/shaders/surface/weapons/aEP_fighters/aEP_shuangshen3/wing_r_surface.png
aEP_b_l_railway,turret,,,surface,graphics/shaders/surface/weapons/aEP_b_l_railway/tr_surface.png
aEP_b_l_railway,turretbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_l_railway/tr_br_surface.png
aEP_b_l_railway,hardpoint,,,surface,graphics/shaders/surface/weapons/aEP_b_l_railway/hp_surface.png
aEP_b_l_railway,hardpointbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_l_railway/hp_br_surface.png
aEP_b_l_aa40,turret,,,surface,graphics/shaders/surface/weapons/aEP_b_l_aa40/tr_surface.png
aEP_b_l_aa40,turretbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_l_aa40/tr_br_surface.png
aEP_b_l_aa40,hardpoint,,,surface,graphics/shaders/surface/weapons/aEP_b_l_aa40/hp_surface.png
aEP_b_l_aa40,hardpointbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_l_aa40/hp_br_surface.png
aEP_b_l_d100t,turret,,,surface,graphics/shaders/surface/weapons/aEP_b_l_d100t/tr_surface.png
aEP_b_l_d100t,turretbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_l_d100t/tr_br_surface.png
aEP_b_l_d100t,hardpoint,,,surface,graphics/shaders/surface/weapons/aEP_b_l_d100t/hp_surface.png
aEP_b_l_d100t,hardpointbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_l_d100t/hp_br_surface.png
aEP_b_l_dg3,turret,,,surface,graphics/shaders/surface/weapons/aEP_b_l_dg3/hp_surface.png
aEP_b_l_dg3,turretbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_l_dg3/hp_br_surface.png
aEP_b_l_dg3,hardpoint,,,surface,graphics/shaders/surface/weapons/aEP_b_l_dg3/tr_surface.png
aEP_b_l_dg3,hardpointbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_l_dg3/tr_br_surface.png
aEP_b_m_flak,turret,,,surface,graphics/shaders/surface/weapons/aEP_b_m_flak/tr_surface.png
aEP_b_m_flak,turretbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_m_flak/tr_br_surface.png
aEP_b_m_flak,hardpoint,,,surface,graphics/shaders/surface/weapons/aEP_b_m_flak/hp_surface.png
aEP_b_m_flak,hardpointbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_m_flak/hp_br_surface.png
aEP_b_m_h88,turret,,,surface,graphics/shaders/surface/weapons/aEP_b_m_h88/tr_surface.png
aEP_b_m_h88,turretbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_m_h88/tr_br_surface.png
aEP_b_m_h88,hardpoint,,,surface,graphics/shaders/surface/weapons/aEP_b_m_h88/hp_surface.png
aEP_b_m_h88,hardpointbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_m_h88/hp_br_surface.png
aEP_b_m_hv7,turret,,,surface,graphics/shaders/surface/weapons/aEP_b_m_hv7/tr_surface.png
aEP_b_m_hv7,turretbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_m_hv7/tr_br_surface.png
aEP_b_m_hv7,hardpoint,,,surface,graphics/shaders/surface/weapons/aEP_b_m_hv7/hp_surface.png
aEP_b_m_hv7,hardpointbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_m_hv7/hp_br_surface.png
aEP_b_m_k125,turret,,,surface,graphics/shaders/surface/weapons/aEP_b_m_k125/tr_surface.png
aEP_b_m_k125,turretbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_m_k125/tr_br_surface.png
aEP_b_m_k125,hardpoint,,,surface,graphics/shaders/surface/weapons/aEP_b_m_k125/hp_surface.png
aEP_b_m_k125,hardpointbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_m_k125/hp_br_surface.png
aEP_b_m_lighting,turret,,,surface,graphics/shaders/surface/weapons/aEP_b_m_lighting/tr_surface.png
aEP_b_m_lighting,turretbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_m_lighting/tr_br_surface.png
aEP_b_m_lighting,hardpoint,,,surface,graphics/shaders/surface/weapons/aEP_b_m_lighting/hp_surface.png
aEP_b_m_lighting,hardpointbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_m_lighting/hp_br_surface.png
aEP_b_m_mb32,turret,,,surface,graphics/shaders/surface/weapons/aEP_b_m_mb32/tr_surface.png
aEP_b_m_mb32,turretbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_m_mb32/tr_br_surface.png
aEP_b_m_mb32,hardpoint,,,surface,graphics/shaders/surface/weapons/aEP_b_m_mb32/hp_surface.png
aEP_b_m_mb32,hardpointbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_m_mb32/hp_br_surface.png
aEP_b_m_rk107,turret,,,surface,graphics/shaders/surface/weapons/aEP_b_m_rk107/tr_surface.png
aEP_b_m_rk107,hardpoint,,,surface,graphics/shaders/surface/weapons/aEP_b_m_rk107/hp_surface.png
aEP_b_s_630,turret,0,,surface,graphics/shaders/surface/weapons/aEP_b_s_630/tr00_surface.png
aEP_b_s_630,turret,1,,surface,graphics/shaders/surface/weapons/aEP_b_s_630/tr01_surface.png
aEP_b_s_630,turret,2,,surface,graphics/shaders/surface/weapons/aEP_b_s_630/tr02_surface.png
aEP_b_s_630,turret,3,,surface,graphics/shaders/surface/weapons/aEP_b_s_630/tr03_surface.png
aEP_b_s_630,hardpoint,0,,surface,graphics/shaders/surface/weapons/aEP_b_s_630/hp00_surface.png
aEP_b_s_630,hardpoint,1,,surface,graphics/shaders/surface/weapons/aEP_b_s_630/hp01_surface.png
aEP_b_s_630,hardpoint,2,,surface,graphics/shaders/surface/weapons/aEP_b_s_630/hp02_surface.png
aEP_b_s_630,hardpoint,3,,surface,graphics/shaders/surface/weapons/aEP_b_s_630/hp03_surface.png
aEP_b_s_h37,turret,,,surface,graphics/shaders/surface/weapons/aEP_b_s_h37/tr_surface.png
aEP_b_s_h37,turretbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_s_h37/tr_br_surface.png
aEP_b_s_h37,hardpoint,,,surface,graphics/shaders/surface/weapons/aEP_b_s_h37/hp_surface.png
aEP_b_s_h37,hardpointbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_s_h37/hp_br_surface.png
aEP_b_s_pom,turret,,,surface,graphics/shaders/surface/weapons/aEP_b_s_pom/tr_surface.png
aEP_b_s_pom,turretbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_s_pom/tr_br_surface.png
aEP_b_s_pom,hardpoint,,,surface,graphics/shaders/surface/weapons/aEP_b_s_pom/hp_surface.png
aEP_b_s_pom,turretbarrel,,,surface,graphics/shaders/surface/weapons/aEP_b_s_pom/hp_br_surface.png
,,,,,
,,,,,
